Energy	Absorption
7122.8	0.943468490429305
7123.0	0.9476772078944089
7123.2	0.9504518536818399
7123.4	0.952673673561459
7123.6	0.9549502333855213
7123.8	0.9575465386520722
7124.0	0.960401195067416
7124.2	0.9632084590489488
7124.4	0.965542432439922
7124.6	0.9669944470950428
7124.8	0.9672905656367637
7125.0	0.966360541110331
7125.2	0.9643452635174702
7125.4	0.9615501793716219
7125.6	0.9583673803587811
7125.8	0.9551936518577185
7126.0	0.9523650187010575
7126.2	0.950118344034797
7126.4	0.9485784761258591
7126.6	0.9477650611482261
7126.8	0.9476107238157199
7127.0	0.9479857439271452
7127.2	0.9487251886831805
7127.4	0.9496562430493785
7127.6	0.9506222129445394
7127.8	0.9515000919305528
7128.0	0.9522090573904598
7128.2	0.9527094010794677
7128.4	0.9529945874759886
